data,tags
“And I wish my collection were larger for your benefit and my owncredit; but I am an idle fellow%2c and though I have not many%2c I have morethan I ever looked into.”,Pride and Prejudice by Jane Austen
ONLY ONCE MORE THAT SOAP,Ulysses by James Joyce
FROM THE FATHERS,Ulysses by James Joyce
Lydia declared herself satisfied. “Oh! yes--it would be much better towait till Jane was well%2c and by that time most likely Captain Carterwould be at Meryton again. And when you have given _your_ ball%2c” sheadded%2c “I shall insist on their giving one also. I shall tell ColonelForster it will be quite a shame if he does not.”,Pride and Prejudice by Jane Austen
Mr Power’s choked laugh burst quietly in the carriage.,Ulysses by James Joyce
Mr Power gazed at the passing houses with rueful apprehension.,Ulysses by James Joyce
"My dear Harry, we either lunch or sup together every day, and I havebeen to the opera with you several times, said Dorian, opening hisblue eyes in wonder.",The Picture of Dorian Gray by Oscar Wilde
"Lastly, if we consider his versification, we shall be sensible what ashare of praise is due to his invention in that also. He was not satisfiedwith his language as he found it settled in any one part of Greece, butsearched through its different dialects with this particular view, tobeautify and perfect his numbers he considered these as they had a greatermixture of vowels or consonants, and accordingly employed them as theverse required either a greater smoothness or strength. What he mostaffected was the Ionic, which has a peculiar sweetness, from its neverusing contractions, and from its custom of resolving the diphthongs intotwo syllables, so as to make the words open themselves with a morespreading and sonorous fluency. With this he mingled the Atticcontractions, the broader Doric, and the feebler Ćolic, which oftenrejects its aspirate, or takes off its accent, and completed this varietyby altering some letters with the licence of poetry. Thus his measures,instead of being fetters to his sense, were always in readiness to runalong with the warmth of his rapture, and even to give a furtherrepresentation of his notions, in the correspondence of their sounds towhat they signified. Out of all these he has derived that harmony whichmakes us confess he had not only the richest head, but the finest ear inthe world. This is so great a truth, that whoever will but consult thetune of his verses, even without understanding them (with the same sort ofdiligence as we daily see practised in the case of Italian operas), willfind more sweetness, variety, and majesty of sound, than in any otherlanguage of poetry. The beauty of his numbers is allowed by the critics tobe copied but faintly by Virgil himself, though they are so just as toascribe it to the nature of the Latin tongue: indeed the Greek has someadvantages both from the natural sound of its words, and the turn andcadence of its verse, which agree with the genius of no other language.Virgil was very sensible of this, and used the utmost diligence in workingup a more intractable language to whatsoever graces it was capable of,and, in particular, never failed to bring the sound of his line to abeautiful agreement with its sense. If the Grecian poet has not been sofrequently celebrated on this account as the Roman, the only reason is,that fewer critics have understood one language than the other. Dionysiusof Halicarnassus has pointed out many of our author's beauties in thiskind, in his treatise of the Composition of Words. It suffices at presentto observe of his numbers, that they flow with so much ease, as to makeone imagine Homer had no other care than to transcribe as fast as theMuses dictated, and, at the same time, with so much force and inspiritingvigour, that they awaken and raise us like the sound of a trumpet. Theyroll along as a plentiful river, always in motion, and always full; whilewe are borne away by a tide of verse, the most rapid, and yet the mostsmooth imaginable.",The Iliad by Homer
"  The Phocians next in forty barks repair;  Epistrophus and Schedius head the war:  From those rich regions where Cephisus leads  His silver current through the flowery meads;  From Panopea, Chrysa the divine,  Where Anemoria's stately turrets shine,  Where Pytho, Daulis, Cyparissus stood,  And fair Lilaea views the rising flood.  These, ranged in order on the floating tide,  Close, on the left, the bold Boeotians' side.",The Iliad by Homer
"‘I’ve heard something like it,’ said Alice.",Alice's Adventures in Wonderland by Lewis Carroll
"—Hello?... Are you there?... Yes, he’s here still. Come acrossyourself.",Ulysses by James Joyce
"—Paris, past and present, he said. You look like communards.",Ulysses by James Joyce
"Lenehan began to paw the tissues up from the floor, grunting as hestooped twice.",Ulysses by James Joyce
    *    *    *    *    *    *,Alice's Adventures in Wonderland by Lewis Carroll
"‘What IS a Caucus-race?’ said Alice; not that she wanted much to know,but the Dodo had paused as if it thought that SOMEBODY ought to speak,and no one else seemed inclined to say anything.",Alice's Adventures in Wonderland by Lewis Carroll
Mr Dedalus bent across to salute. From the door of the Red Bank thewhite disc of a straw hat flashed reply: spruce figure: passed.,Ulysses by James Joyce
"  His silence here, with blushes, Paris breaks:  ""'Tis just, my brother, what your anger speaks:  But who like thee can boast a soul sedate,  So firmly proof to all the shocks of fate?  Thy force, like steel, a temper'd hardness shows,  Still edged to wound, and still untired with blows,  Like steel, uplifted by some strenuous swain,  With falling woods to strew the wasted plain.  Thy gifts I praise; nor thou despise the charms  With which a lover golden Venus arms;  Soft moving speech, and pleasing outward show,  No wish can gain them, but the gods bestow.  Yet, would'st thou have the proffer'd combat stand,  The Greeks and Trojans seat on either hand;  Then let a midway space our hosts divide,  And, on that stage of war, the cause be tried:  By Paris there the Spartan king be fought,  For beauteous Helen and the wealth she brought;  And who his rival can in arms subdue,  His be the fair, and his the treasure too.  Thus with a lasting league your toils may cease,  And Troy possess her fertile fields in peace;  Thus may the Greeks review their native shore,  Much famed for generous steeds, for beauty more.""",The Iliad by Homer
"‘All right,’ said the Cat; and this time it vanished quite slowly,beginning with the end of the tail, and ending with the grin, whichremained some time after the rest of it had gone.",Alice's Adventures in Wonderland by Lewis Carroll
"—Never mind Gumley, Myles Crawford cried angrily. Let Gumley mindthe stones, see they don’t run away. Look at here. What did IgnatiusGallaher do? I’ll tell you. Inspiration of genius. Cabled right away.Have you Weekly Freeman of 17 March? Right. Have you got that?",Ulysses by James Joyce
"‘Well!’ thought Alice to herself, ‘after such a fall as this, I shallthink nothing of tumbling down stairs! How brave they’ll all think me athome! Why, I wouldn’t say anything about it, even if I fell off the topof the house!’ (Which was very likely true.)",Alice's Adventures in Wonderland by Lewis Carroll
“And then you have added so much to it yourself%2c you are always buyingbooks.”,Pride and Prejudice by Jane Austen
“And _your_ defect is to hate everybody.”,Pride and Prejudice by Jane Austen
OMNIUM GATHERUM,Ulysses by James Joyce
"But Hallward had seen him.  Dorian heard him first stopping on thepavement and then hurrying after him.  In a few moments, his hand wason his arm.",The Picture of Dorian Gray by Oscar Wilde
"  He from whose lips divine persuasion flows,  Grave Nestor, then, in graceful act arose;  Thus to the kings he spoke: ""What grief, what shame  Attend on Greece, and all the Grecian name!  How shall, alas! her hoary heroes mourn  Their sons degenerate, and their race a scorn!  What tears shall down thy silvery beard be roll'd,  O Peleus, old in arms, in wisdom old!  Once with what joy the generous prince would hear  Of every chief who fought this glorious war,  Participate their fame, and pleased inquire  Each name, each action, and each hero's sire!  Gods! should he see our warriors trembling stand,  And trembling all before one hostile hand;  How would he lift his aged arms on high,  Lament inglorious Greece, and beg to die!  Oh! would to all the immortal powers above,  Minerva, Phoebus, and almighty Jove!  Years might again roll back, my youth renew,  And give this arm the spring which once it knew  When fierce in war, where Jardan's waters fall,  I led my troops to Phea's trembling wall,  And with the Arcadian spears my prowess tried,  Where Celadon rolls down his rapid tide.(179)  There Ereuthalion braved us in the field,  Proud Areithous' dreadful arms to wield;  Great Areithous, known from shore to shore  By the huge, knotted, iron mace he bore;  No lance he shook, nor bent the twanging bow,  But broke, with this, the battle of the foe.  Him not by manly force Lycurgus slew,  Whose guileful javelin from the thicket flew,  Deep in a winding way his breast assailed,  Nor aught the warrior's thundering mace avail'd.  Supine he fell: those arms which Mars before  Had given the vanquish'd, now the victor bore:  But when old age had dimm'd Lycurgus' eyes,  To Ereuthalion he consign'd the prize.  Furious with this he crush'd our levell'd bands,  And dared the trial of the strongest hands;  Nor could the strongest hands his fury stay:  All saw, and fear'd, his huge tempestuous sway  Till I, the youngest of the host, appear'd,  And, youngest, met whom all our army fear'd.  I fought the chief: my arms Minerva crown'd:  Prone fell the giant o'er a length of ground.  What then I was, O were your Nestor now!  Not Hector's self should want an equal foe.  But, warriors, you that youthful vigour boast,  The flower of Greece, the examples of our host,  Sprung from such fathers, who such numbers sway,  Can you stand trembling, and desert the day?""",The Iliad by Homer
Pause.,Ulysses by James Joyce
"Yes, Dorian, I suppose you were right, said Hallward slowly.",The Picture of Dorian Gray by Oscar Wilde
I don't believe a word of it.,The Picture of Dorian Gray by Oscar Wilde
"Strange he never saw his real country. Ireland my country. Member forCollege green. He boomed that workaday worker tack for all it was worth.It’s the ads and side features sell a weekly, not the stale news inthe official gazette. Queen Anne is dead. Published by authority in theyear one thousand and. Demesne situate in the townland of Rosenallis,barony of Tinnahinch. To all whom it may concern schedule pursuant tostatute showing return of number of mules and jennets exported fromBallina. Nature notes. Cartoons. Phil Blake’s weekly Pat and Bullstory. Uncle Toby’s page for tiny tots. Country bumpkin’s queries.Dear Mr Editor, what is a good cure for flatulence? I’d like thatpart. Learn a lot teaching others. The personal note. M. A. P. Mainlyall pictures. Shapely bathers on golden strand. World’s biggestballoon. Double marriage of sisters celebrated. Two bridegrooms laughingheartily at each other. Cuprani too, printer. More Irish than the Irish.",Ulysses by James Joyce
"  And now both heroes mount the glittering car;  The bounding coursers rush amidst the war;  Their fierce approach bold Sthenelus espied,  Who thus, alarm'd, to great Tydides cried:",The Iliad by Homer
"—Back in no time, Mr Bloom said, hurrying out.",Ulysses by James Joyce
In consequence of an agreement between the sisters%2c Elizabeth wrote thenext morning to their mother%2c to beg that the carriage might be sent forthem in the course of the day. But Mrs. Bennet%2c who had calculated onher daughters remaining at Netherfield till the following Tuesday%2c whichwould exactly finish Jane's week%2c could not bring herself to receivethem with pleasure before. Her answer%2c therefore%2c was not propitious%2c atleast not to Elizabeth's wishes%2c for she was impatient to get home. Mrs.Bennet sent them word that they could not possibly have the carriagebefore Tuesday; and in her postscript it was added%2c that if Mr. Bingleyand his sister pressed them to stay longer%2c she could spare themvery well. Against staying longer%2c however%2c Elizabeth was positivelyresolved--nor did she much expect it would be asked; and fearful%2c on thecontrary%2c as being considered as intruding themselves needlessly long%2cshe urged Jane to borrow Mr. Bingley's carriage immediately%2c and atlength it was settled that their original design of leaving Netherfieldthat morning should be mentioned%2c and the request made.,Pride and Prejudice by Jane Austen
"  The Trojan bands returning Hector wait,  And hail with joy the Champion of their state;  Escaped great Ajax, they survey him round,  Alive, unarm'd, and vigorous from his wound;  To Troy's high gates the godlike man they bear  Their present triumph, as their late despair.",The Iliad by Homer
"—He is sitting with a sweet thing, Myles Crawford said, in a child’sfrock. Go on. Well?",Ulysses by James Joyce
"‘I never saw one, or heard of one,’ said Alice.",Alice's Adventures in Wonderland by Lewis Carroll
"  ""Give me, great Jove! to punish lawless lust,  And lay the Trojan gasping in the dust:  Destroy the aggressor, aid my righteous cause,  Avenge the breach of hospitable laws!  Let this example future times reclaim,  And guard from wrong fair friendship's holy name.""  Be said, and poised in air the javelin sent,  Through Paris' shield the forceful weapon went,  His corslet pierces, and his garment rends,  And glancing downward, near his flank descends.  The wary Trojan, bending from the blow,  Eludes the death, and disappoints his foe:  But fierce Atrides waved his sword, and strook  Full on his casque: the crested helmet shook;  The brittle steel, unfaithful to his hand,  Broke short: the fragments glitter'd on the sand.  The raging warrior to the spacious skies  Raised his upbraiding voice and angry eyes:  ""Then is it vain in Jove himself to trust?  And is it thus the gods assist the just?  When crimes provoke us, Heaven success denies;  The dart falls harmless, and the falchion flies.""  Furious he said, and towards the Grecian crew  (Seized by the crest) the unhappy warrior drew;  Struggling he followed, while the embroider'd thong  That tied his helmet, dragg'd the chief along.  Then had his ruin crown'd Atrides' joy,  But Venus trembled for the prince of Troy:  Unseen she came, and burst the golden band;  And left an empty helmet in his hand.  The casque, enraged, amidst the Greeks he threw;  The Greeks with smiles the polish'd trophy view.  Then, as once more he lifts the deadly dart,  In thirst of vengeance, at his rival's heart;  The queen of love her favour'd champion shrouds  (For gods can all things) in a veil of clouds.  Raised from the field the panting youth she led,  And gently laid him on the bridal bed,  With pleasing sweets his fainting sense renews,  And all the dome perfumes with heavenly dews.  Meantime the brightest of the female kind,  The matchless Helen, o'er the walls reclined;  To her, beset with Trojan beauties, came,  In borrow'd form, the laughter-loving dame.  (She seem'd an ancient maid, well-skill'd to cull  The snowy fleece, and wind the twisted wool.)  The goddess softly shook her silken vest,  That shed perfumes, and whispering thus address'd:",The Iliad by Homer
"‘I wish I hadn’t mentioned Dinah!’ she said to herself in a melancholytone. ‘Nobody seems to like her, down here, and I’m sure she’s the bestcat in the world! Oh, my dear Dinah! I wonder if I shall ever see youany more!’ And here poor Alice began to cry again, for she felt verylonely and low-spirited. In a little while, however, she again hearda little pattering of footsteps in the distance, and she looked upeagerly, half hoping that the Mouse had changed his mind, and was comingback to finish his story.",Alice's Adventures in Wonderland by Lewis Carroll
"  The god of battle issues on the plain,  Stirs all the ranks, and fires the Trojan train;  In form like Acamas, the Thracian guide,  Enraged to Troy's retiring chiefs he cried:",The Iliad by Homer
"  Thus by their leaders' care each martial band  Moves into ranks, and stretches o'er the land.  With shouts the Trojans, rushing from afar,  Proclaim their motions, and provoke the war  So when inclement winters vex the plain  With piercing frosts, or thick-descending rain,  To warmer seas the cranes embodied fly,(108)  With noise, and order, through the midway sky;  To pigmy nations wounds and death they bring,  And all the war descends upon the wing,  But silent, breathing rage, resolved and skill'd(109)  By mutual aids to fix a doubtful field,  Swift march the Greeks: the rapid dust around  Darkening arises from the labour'd ground.  Thus from his flaggy wings when Notus sheds  A night of vapours round the mountain heads,  Swift-gliding mists the dusky fields invade,  To thieves more grateful than the midnight shade;  While scarce the swains their feeding flocks survey,  Lost and confused amidst the thicken'd day:  So wrapp'd in gathering dust, the Grecian train,  A moving cloud, swept on, and hid the plain.",The Iliad by Homer
"One of those chaps would make short work of a fellow. Pick the bonesclean no matter who it was. Ordinary meat for them. A corpse is meatgone bad. Well and what’s cheese? Corpse of milk. I read in thatVoyages in China that the Chinese say a white man smells like a corpse.Cremation better. Priests dead against it. Devilling for the other firm.Wholesale burners and Dutch oven dealers. Time of the plague. Quicklimefeverpits to eat them. Lethal chamber. Ashes to ashes. Or bury at sea.Where is that Parsee tower of silence? Eaten by birds. Earth, fire,water. Drowning they say is the pleasantest. See your whole life ina flash. But being brought back to life no. Can’t bury in the airhowever. Out of a flying machine. Wonder does the news go about whenevera fresh one is let down. Underground communication. We learned that fromthem. Wouldn’t be surprised. Regular square feed for them. Flies comebefore he’s well dead. Got wind of Dignam. They wouldn’t care aboutthe smell of it. Saltwhite crumbling mush of corpse: smell, taste likeraw white turnips.",Ulysses by James Joyce
"Come, Sibyl, said her brother impatiently.  He hated his mother'saffectations.",The Picture of Dorian Gray by Oscar Wilde
"—He had a sudden death, poor fellow, he said.",Ulysses by James Joyce
"Suddenly he started.  His eyes grew strangely bright, and he gnawednervously at his underlip.  Between two of the windows stood a largeFlorentine cabinet, made out of ebony and inlaid with ivory and bluelapis.  He watched it as though it were a thing that could fascinateand make afraid, as though it held something that he longed for and yetalmost loathed.  His breath quickened.  A mad craving came over him.He lit a cigarette and then threw it away.  His eyelids drooped tillthe long fringed lashes almost touched his cheek.  But he still watchedthe cabinet.  At last he got up from the sofa on which he had beenlying, went over to it, and having unlocked it, touched some hiddenspring.  A triangular drawer passed slowly out.  His fingers movedinstinctively towards it, dipped in, and closed on something.  It was asmall Chinese box of black and gold-dust lacquer, elaborately wrought,the sides patterned with curved waves, and the silken cords hung withround crystals and tasselled in plaited metal threads.  He opened it.Inside was a green paste, waxy in lustre, the odour curiously heavy andpersistent.",The Picture of Dorian Gray by Oscar Wilde
‘You!’ said the Caterpillar contemptuously. ‘Who are YOU?’,Alice's Adventures in Wonderland by Lewis Carroll
NOTED CHURCHMAN AN OCCASIONAL CONTRIBUTOR,Ulysses by James Joyce
“This is the only point%2c I flatter myself%2c on which we do not agree. Ihad hoped that our sentiments coincided in every particular%2c but I mustso far differ from you as to think our two youngest daughters uncommonlyfoolish.”,Pride and Prejudice by Jane Austen
"Then they all crowded round her once more, while the Dodo solemnlypresented the thimble, saying ‘We beg your acceptance of this elegantthimble’; and, when it had finished this short speech, they all cheered.",Alice's Adventures in Wonderland by Lewis Carroll
"  While thus they strive, Tlepolemus the great,(153)  Urged by the force of unresisted fate,  Burns with desire Sarpedon's strength to prove;  Alcides' offspring meets the son of Jove.  Sheathed in bright arms each adverse chief came on.  Jove's great descendant, and his greater son.  Prepared for combat, ere the lance he toss'd,  The daring Rhodian vents his haughty boast:",The Iliad by Homer
"Alice had been looking over his shoulder with some curiosity. ‘What afunny watch!’ she remarked. ‘It tells the day of the month, and doesn’ttell what o’clock it is!’",Alice's Adventures in Wonderland by Lewis Carroll
"‘Everybody says “come on!” here,’ thought Alice, as she went slowlyafter it: ‘I never was so ordered about in all my life, never!’",Alice's Adventures in Wonderland by Lewis Carroll
"My dear Harry, I did not treat it as a business transaction, and I didnot make any formal proposal.  I told her that I loved her, and shesaid she was not worthy to be my wife.  Not worthy!  Why, the wholeworld is nothing to me compared with her.",The Picture of Dorian Gray by Oscar Wilde
"The armies being ready to engage, a single combat is agreed upon betweenMenelaus and Paris (by the intervention of Hector) for the determinationof the war. Iris is sent to call Helen to behold the fight. She leads herto the walls of Troy, where Priam sat with his counsellers observing theGrecian leaders on the plain below, to whom Helen gives an account of thechief of them. The kings on either part take the solemn oath for theconditions of the combat. The duel ensues; wherein Paris being overcome,he is snatched away in a cloud by Venus, and transported to his apartment.She then calls Helen from the walls, and brings the lovers together.Agamemnon, on the part of the Grecians, demands the restoration of Helen,and the performance of the articles.",The Iliad by Homer
Better be shoving along. Brother Buzz. Come around with the plateperhaps. Pay your Easter duty.,Ulysses by James Joyce
“Yes%2c I do comprehend a great deal in it.”,Pride and Prejudice by Jane Austen
Mr Bloom set his thigh down. Glad I took that bath. Feel my feet quiteclean. But I wish Mrs Fleming had darned these socks better.,Ulysses by James Joyce
"The cold smell of sacred stone called him. He trod the worn steps,pushed the swingdoor and entered softly by the rere.",Ulysses by James Joyce
She did at last extort from her father an acknowledgment that the horseswere engaged. Jane was therefore obliged to go on horseback%2c and hermother attended her to the door with many cheerful prognostics of abad day. Her hopes were answered; Jane had not been gone long beforeit rained hard. Her sisters were uneasy for her%2c but her mother wasdelighted. The rain continued the whole evening without intermission;Jane certainly could not come back.,Pride and Prejudice by Jane Austen
"He felt that the man must be got rid of at once.  He must not beallowed to know where the picture was being taken to.  There wassomething sly about him, and he had thoughtful, treacherous eyes.Sitting down at the writing-table he scribbled a note to Lord Henry,asking him to send him round something to read and reminding him thatthey were to meet at eight-fifteen that evening.",The Picture of Dorian Gray by Oscar Wilde
AND IT WAS THE FEAST OF THE PASSOVER,Ulysses by James Joyce
"  Thus having spoke, the illustrious chief of Troy  Stretch'd his fond arms to clasp the lovely boy.  The babe clung crying to his nurse's breast,  Scared at the dazzling helm, and nodding crest.  With secret pleasure each fond parent smiled,  And Hector hasted to relieve his child,  The glittering terrors from his brows unbound,  And placed the beaming helmet on the ground;  Then kiss'd the child, and, lifting high in air,  Thus to the gods preferr'd a father's prayer:",The Iliad by Homer
"  Nor Sthenelus, with unassisting hands,  Remain'd unheedful of his lord's commands:  His panting steeds, removed from out the war,  He fix'd with straiten'd traces to the car,  Next, rushing to the Dardan spoil, detains  The heavenly coursers with the flowing manes:  These in proud triumph to the fleet convey'd,  No longer now a Trojan lord obey'd.  That charge to bold Deipylus he gave,  (Whom most he loved, as brave men love the brave,)  Then mounting on his car, resumed the rein,  And follow'd where Tydides swept the plain.",The Iliad by Homer
"—I did not, Martin Cunningham said.",Ulysses by James Joyce
J. J. O’Molloy said not without regret:,Ulysses by James Joyce
“Who do you mean%2c my dear? I know of nobody that is coming%2c I am sure%2cunless Charlotte Lucas should happen to call in--and I hope _my_ dinnersare good enough for her. I do not believe she often sees such at home.”,Pride and Prejudice by Jane Austen
He hurried on eagerly towards the Freeman’s Journal.,Ulysses by James Joyce
"It is said that passion makes one think in a circle.  Certainly withhideous iteration the bitten lips of Dorian Gray shaped and reshapedthose subtle words that dealt with soul and sense, till he had found inthem the full expression, as it were, of his mood, and justified, byintellectual approval, passions that without such justification wouldstill have dominated his temper.  From cell to cell of his brain creptthe one thought; and the wild desire to live, most terrible of allman's appetites, quickened into force each trembling nerve and fibre.Ugliness that had once been hateful to him because it made things real,became dear to him now for that very reason.  Ugliness was the onereality.  The coarse brawl, the loathsome den, the crude violence ofdisordered life, the very vileness of thief and outcast, were morevivid, in their intense actuality of impression, than all the graciousshapes of art, the dreamy shadows of song.  They were what he neededfor forgetfulness.  In three days he would be free.",The Picture of Dorian Gray by Oscar Wilde
Mr Dedalus sighed resignedly.,Ulysses by James Joyce
—Never better. How are all in Cork’s own town?,Ulysses by James Joyce
"‘Nobody asked YOUR opinion,’ said Alice.",Alice's Adventures in Wonderland by Lewis Carroll
"Campbell scrawled a few lines, blotted them, and addressed an envelopeto his assistant.  Dorian took the note up and read it carefully.  Thenhe rang the bell and gave it to his valet, with orders to return assoon as possible and to bring the things with him.",The Picture of Dorian Gray by Oscar Wilde
—Some say he is not in that grave at all. That the coffin was filledwith stones. That one day he will come again.,Ulysses by James Joyce
"Water rushed roaring through the sluices. A man stood on hisdropping barge, between clamps of turf. On the towpath by the lock aslacktethered horse. Aboard of the Bugabu.",Ulysses by James Joyce
The lad listened sulkily to her and made no answer.  He was heart-sickat leaving home.,The Picture of Dorian Gray by Oscar Wilde
—Praises be to God! Martin Cunningham said piously.,Ulysses by James Joyce
"Ah!  Mother, Mother, let me be happy!",The Picture of Dorian Gray by Oscar Wilde
It was a very disappointing confession.,The Picture of Dorian Gray by Oscar Wilde
Red Murray touched Mr Bloom’s arm with the shears and whispered:,Ulysses by James Joyce
Rtststr! A rattle of pebbles. Wait. Stop!,Ulysses by James Joyce
"His gaze turned at once but slowly from J. J. O’Molloy’s towardsStephen’s face and then bent at once to the ground, seeking. Hisunglazed linen collar appeared behind his bent head, soiled by hiswithering hair. Still seeking, he said:",Ulysses by James Joyce
"As soon as Campbell had left, he went upstairs.  There was a horriblesmell of nitric acid in the room.  But the thing that had been sittingat the table was gone.",The Picture of Dorian Gray by Oscar Wilde
"  Her words allay the impetuous warrior's heat,  The god of arms and martial maid retreat;  Removed from fight, on Xanthus' flowery bounds  They sat, and listen'd to the dying sounds.",The Iliad by Homer
"He clasped his hands between his knees and, satisfied, sent his vacantglance over their faces.",Ulysses by James Joyce
"Never marry at all, Dorian.  Men marry because they are tired; women,because they are curious:  both are disappointed.",The Picture of Dorian Gray by Oscar Wilde
"Bom! Upset. A coffin bumped out on to the road. Burst open. Paddy Dignamshot out and rolling over stiff in the dust in a brown habit too largefor him. Red face: grey now. Mouth fallen open. Asking what’s up now.Quite right to close it. Looks horrid open. Then the insides decomposequickly. Much better to close up all the orifices. Yes, also. With wax.The sphincter loose. Seal up all.",Ulysses by James Joyce
—Do you know that story about chief baron Palles? J. J. O’Molloyasked. It was at the royal university dinner. Everything was goingswimmingly ...,Ulysses by James Joyce
John Henry Menton stared at him for an instant without moving.,Ulysses by James Joyce
"  He said: the warrior heard the word with joy;  Then with his spear restrain'd the youth of Troy,  Held by the midst athwart. On either hand  The squadrons part; the expecting Trojans stand;  Great Agamemnon bids the Greeks forbear:  They breathe, and hush the tumult of the war.  The Athenian maid, and glorious god of day,(178)  With silent joy the settling hosts survey:  In form of vultures, on the beech's height  They sit conceal'd, and wait the future fight.",The Iliad by Homer
"The lad was touched.  He went towards her, and stooping down, he kissedher.  ""I am sorry if I have pained you by asking about my father,"" hesaid, ""but I could not help it.  I must go now.  Good-bye. Don't forgetthat you will have only one child now to look after, and believe methat if this man wrongs my sister, I will find out who he is, track himdown, and kill him like a dog.  I swear it.""",The Picture of Dorian Gray by Oscar Wilde
Mr Bloom entered and sat in the vacant place. He pulled the door toafter him and slammed it twice till it shut tight. He passed an armthrough the armstrap and looked seriously from the open carriagewindowat the lowered blinds of the avenue. One dragged aside: an old womanpeeping. Nose whiteflattened against the pane. Thanking her stars shewas passed over. Extraordinary the interest they take in a corpse. Gladto see us go we give them such trouble coming. Job seems to suit them.Huggermugger in corners. Slop about in slipperslappers for fear he’dwake. Then getting it ready. Laying it out. Molly and Mrs Fleming makingthe bed. Pull it more to your side. Our windingsheet. Never know whowill touch you dead. Wash and shampoo. I believe they clip the nails andthe hair. Keep a bit in an envelope. Grows all the same after. Uncleanjob.,Ulysses by James Joyce
‘That’s right!’ shouted the Queen. ‘Can you play croquet?’,Alice's Adventures in Wonderland by Lewis Carroll
“Pride%2c” observed Mary%2c who piqued herself upon the solidity of herreflections%2c “is a very common failing%2c I believe. By all that I haveever read%2c I am convinced that it is very common indeed; that humannature is particularly prone to it%2c and that there are very few of uswho do not cherish a feeling of self-complacency on the score of somequality or other%2c real or imaginary. Vanity and pride are differentthings%2c though the words are often used synonymously. A person maybe proud without being vain. Pride relates more to our opinion ofourselves%2c vanity to what we would have others think of us.”,Pride and Prejudice by Jane Austen
Ned Lambert smiled.,Ulysses by James Joyce
"INQUEST ON AN ACTRESS.--An inquest was held this morning at the BellTavern, Hoxton Road, by Mr. Danby, the District Coroner, on the body ofSibyl Vane, a young actress recently engaged at the Royal Theatre,Holborn.  A verdict of death by misadventure was returned.Considerable sympathy was expressed for the mother of the deceased, whowas greatly affected during the giving of her own evidence, and that ofDr. Birrell, who had made the post-mortem examination of the deceased.",The Picture of Dorian Gray by Oscar Wilde
"As he left the room, Dorian Gray smiled to himself.  Poor Basil!  Howlittle he knew of the true reason!  And how strange it was that,instead of having been forced to reveal his own secret, he hadsucceeded, almost by chance, in wresting a secret from his friend!  Howmuch that strange confession explained to him!  The painter's absurdfits of jealousy, his wild devotion, his extravagant panegyrics, hiscurious reticences--he understood them all now, and he felt sorry.There seemed to him to be something tragic in a friendship so colouredby romance.",The Picture of Dorian Gray by Oscar Wilde
"  The troops exulting sat in order round,  And beaming fires illumined all the ground.  As when the moon, refulgent lamp of night,(198)  O'er heaven's pure azure spreads her sacred light,  When not a breath disturbs the deep serene,  And not a cloud o'ercasts the solemn scene,  Around her throne the vivid planets roll,  And stars unnumber'd gild the glowing pole,  O'er the dark trees a yellower verdure shed,  And tip with silver every mountain's head:  Then shine the vales, the rocks in prospect rise,  A flood of glory bursts from all the skies:  The conscious swains, rejoicing in the sight,  Eye the blue vault, and bless the useful light.  So many flames before proud Ilion blaze,  And lighten glimmering Xanthus with their rays.  The long reflections of the distant fires  Gleam on the walls, and tremble on the spires.  A thousand piles the dusky horrors gild,  And shoot a shady lustre o'er the field.  Full fifty guards each flaming pile attend,  Whose umber'd arms, by fits, thick flashes send,  Loud neigh the coursers o'er their heaps of corn,  And ardent warriors wait the rising morn.",The Iliad by Homer
"  On this bright sceptre now the king reclined,  And artful thus pronounced the speech design'd:  ""Ye sons of Mars, partake your leader's care,  Heroes of Greece, and brothers of the war!  Of partial Jove with justice I complain,  And heavenly oracles believed in vain  A safe return was promised to our toils,  Renown'd, triumphant, and enrich'd with spoils.  Now shameful flight alone can save the host,  Our blood, our treasure, and our glory lost.  So Jove decrees, resistless lord of all!  At whose command whole empires rise or fall:  He shakes the feeble props of human trust,  And towns and armies humbles to the dust  What shame to Greece a fruitful war to wage,  Oh, lasting shame in every future age!  Once great in arms, the common scorn we grow,  Repulsed and baffled by a feeble foe.  So small their number, that if wars were ceased,  And Greece triumphant held a general feast,  All rank'd by tens, whole decades when they dine  Must want a Trojan slave to pour the wine.(84)  But other forces have our hopes o'erthrown,  And Troy prevails by armies not her own.  Now nine long years of mighty Jove are run,  Since first the labours of this war begun:  Our cordage torn, decay'd our vessels lie,  And scarce insure the wretched power to fly.  Haste, then, for ever leave the Trojan wall!  Our weeping wives, our tender children call:  Love, duty, safety, summon us away,  'Tis nature's voice, and nature we obey,  Our shatter'd barks may yet transport us o'er,  Safe and inglorious, to our native shore.  Fly, Grecians, fly, your sails and oars employ,  And dream no more of heaven-defended Troy.""",The Iliad by Homer
"‘So they were,’ said the Dormouse; ‘VERY ill.’",Alice's Adventures in Wonderland by Lewis Carroll
